Observation Location,RSS,XML,State,latitude,longitude
Farmingdale - Republic Airport (KFRG),KFRG.rss,KFRG.xml,NY,40.73443,-73.41639
Fort Drum / Wheeler-Sack U. S. Army Airfield (KGTB),KGTB.rss,KGTB.xml,NY,44.05,-75.73333
Fulton County Airport (KNY0),KNY0.rss,KNY0.xml,NY,42.99819,-74.32955
"Fulton, Oswego County Airport (KFZY)",KFZY.rss,KFZY.xml,NY,43.35083,-76.38806
Genesee County Airport (KGVQ),KGVQ.rss,KGVQ.xml,NY,43.03175,-78.16967
"Glens Falls, Floyd Bennett Memorial Airport (KGFL)",KGFL.rss,KGFL.xml,NY,43.34111,-73.61056
Griffiss Air Force Base / Rome (KRME),KRME.rss,KRME.xml,NY,43.23333,-75.4
Hamilton Municipal Airport (KVGC),KVGC.rss,KVGC.xml,NY,42.84344,-75.56119
"Islip, Long Island Mac Arthur Airport (KISP)",KISP.rss,KISP.xml,NY,40.79389,-73.10167
"Ithaca, Ithaca Tompkins Regional Airport (KITH)",KITH.rss,KITH.xml,NY,42.49083,-76.45833
"Jamestown, Chautauqua County/Jamestown Airport (KJHW)",KJHW.rss,KJHW.xml,NY,42.15,-79.26667
"Massena, Massena International-Richards Field (KMSS)",KMSS.rss,KMSS.xml,NY,44.93583,-74.84556
"Montauk, Montauk Airport (KMTP)",KMTP.rss,KMTP.xml,NY,41.07306,-71.92333
"Montgomery, Orange County Airport (KMGJ)",KMGJ.rss,KMGJ.xml,NY,41.50917,-74.265
"Monticello, Sullivan County International Airport (KMSV)",KMSV.rss,KMSV.xml,NY,41.7,-74.8
"New York City, Central Park (KNYC)",KNYC.rss,KNYC.xml,NY,40.78333,-73.96667
New York Downtown Manhattan (KJRB),KJRB.rss,KJRB.xml,NY,40.7012,-74.009
"New York, Kennedy International Airport (KJFK)",KJFK.rss,KJFK.xml,NY,40.63915,-73.76393
"New York, La Guardia Airport (KLGA)",KLGA.rss,KLGA.xml,NY,40.77917,-73.88
Newburgh / Stewart (KSWF),KSWF.rss,KSWF.xml,NY,41.5,-74.1
"Niagara Falls, Niagara Falls International Airport (KIAG)",KIAG.rss,KIAG.xml,NY,43.10829,-78.93818
Ogdensburg International Airport (KOGS),KOGS.rss,KOGS.xml,NY,44.68186,-75.4655
"Penn Yan, Penn Yan Airport (KPEO)",KPEO.rss,KPEO.xml,NY,42.64306,-77.04944
Plattsburgh International Airport  (KPBG),KPBG.rss,KPBG.xml,NY,44.65,-73.46667
Potsdam Municipal Airport/Damon Field (KPTD),KPTD.rss,KPTD.xml,NY,44.67667,-74.94844
"Poughkeepsie, Dutchess County Airport (KPOU)",KPOU.rss,KPOU.xml,NY,41.62667,-73.88417
"Rochester, Greater Rochester International Airport (KROC)",KROC.rss,KROC.xml,NY,43.11667,-77.67667
"Saranac Lake, Adirondack Regional Airport (KSLK)",KSLK.rss,KSLK.xml,NY,44.39306,-74.20278
Schenectady Airport (KSCH),KSCH.rss,KSCH.xml,NY,42.85,-73.93333
"Shirley, Brookhaven Airport (KHWV)",KHWV.rss,KHWV.xml,NY,40.82167,-72.86889
Skaneateles Aero Drome (K6B9),K6B9.rss,K6B9.xml,NY,42.914,-76.4408
"Syracuse, Syracuse Hancock International Airport (KSYR)",KSYR.rss,KSYR.xml,NY,43.10917,-76.10333
The Gabreski Airport (KFOK),KFOK.rss,KFOK.xml,NY,40.85053,-72.61927
"Watertown, Watertown International Airport (KART)",KART.rss,KART.xml,NY,43.99194,-76.02167
"Wellsville, Wellsville Municipal Airport (KELZ)",KELZ.rss,KELZ.xml,NY,42.1075,-77.98444
White Plains - Westchester County Airport (KHPN),KHPN.rss,KHPN.xml,NY,41.06237,-73.70456
Williamson-Sodus Airport (KSDC),KSDC.rss,KSDC.xml,NY,43.23459,-77.11946
"Ahoskie, Tri-County Airport (KASJ)",KASJ.rss,KASJ.xml,NC,36.2975,-77.17083
"Albemarle, Stanly County Airport (KVUJ)",KVUJ.rss,KVUJ.xml,NC,35.41667,-80.15083
Andrews-Murphy Airport (KRHP),KRHP.rss,KRHP.xml,NC,35.19394,-83.86182
Anson County Airport (KAFP),KAFP.rss,KAFP.xml,NC,35.01944,-80.07836
"Asheboro, Asheboro Municipal Airport (KHBI)",KHBI.rss,KHBI.xml,NC,35.65389,-79.895
"Asheville, Asheville Regional Airport (KAVL)",KAVL.rss,KAVL.xml,NC,35.43194,-82.5375
Beaufort Smith Field (KMRH),KMRH.rss,KMRH.xml,NC,34.73259,-76.6566
Bogue Field Marine Corps Auxiliary Field (KNJM),KNJM.rss,KNJM.xml,NC,34.69403,-77.02945
Brunswick County Airport (KSUT),KSUT.rss,KSUT.xml,NC,33.92921,-78.07223
Burlington Alamance Regional Airport (KBUY),KBUY.rss,KBUY.xml,NC,36.04753,-79.47375
"Charlotte, Charlotte / Douglas International Airport (KCLT)",KCLT.rss,KCLT.xml,NC,35.21333,-80.94861
Cherry Point Marine Corps Air Station (KNKT),KNKT.rss,KNKT.xml,NC,34.89719,-76.88135
Concord Regional Airport (KJQF),KJQF.rss,KJQF.xml,NC,35.38963,-80.70735
"Currituck, Currituck County Airport (KONX)",KONX.rss,KONX.xml,NC,36.39889,-76.01611
Curtis L Brown Jr. Field Airport (KEYF),KEYF.rss,KEYF.xml,NC,34.60418,-78.57902
Dare County Gunnery Range (K2DP),K2DP.rss,K2DP.xml,NC,35.66667,-75.9
Duplin County Airport (KDPL),KDPL.rss,KDPL.xml,NC,34.99942,-77.97995
"Edenton, Northeastern Regional Airport (KEDE)",KEDE.rss,KEDE.xml,NC,36.02778,-76.56722
Elizabeth City C/G Regional Airport (KECG),KECG.rss,KECG.xml,NC,36.25771,-76.1716
"Erwin, Harnett County Airport (KHRJ)",KHRJ.rss,KHRJ.xml,NC,35.37861,-78.73361
"Fayetteville, Fayetteville Regional Airport (KFAY)",KFAY.rss,KFAY.xml,NC,34.98944,-78.88
Fort Bragg / Simmons Army Airfield (KFBG),KFBG.rss,KFBG.xml,NC,35.1314,-78.93158
Franklin County Airport (KLHZ),KLHZ.rss,KLHZ.xml,NC,36.02288,-78.33405
Gastonia Municipal Airport (KAKH),KAKH.rss,KAKH.xml,NC,35.19687,-81.15545
"Goldsboro, Goldsboro-Wayne Municipal Airport (KGWW)",KGWW.rss,KGWW.xml,NC,35.46056,-77.965
"Greensboro, Piedmont Triad International Airport (KGSO)",KGSO.rss,KGSO.xml,NC,36.0975,-79.94361
Halifax-Northampton Regional Airport (KIXA),KIXA.rss,KIXA.xml,NC,36.33,-77.635
"Hatteras, Mitchell Field (KHSE)",KHSE.rss,KHSE.xml,NC,35.23222,-75.6225
Henderson-Oxford Airport (KHNZ),KHNZ.rss,KHNZ.xml,NC,36.36352,-78.52889
"Hickory, Hickory Regional Airport (KHKY)",KHKY.rss,KHKY.xml,NC,35.74222,-81.38222
Hyde County Airport (K7W6),K7W6.rss,K7W6.xml,NC,35.56204,-75.95566
Jackson County Airport (K24A),K24A.rss,K24A.xml,NC,35.3159,-83.2071
"Jacksonville, Albert J Ellis Airport (KOAJ)",KOAJ.rss,KOAJ.xml,NC,34.83333,-77.61667
"Kill Devil Hills, First Flight Airport (KFFA)",KFFA.rss,KFFA.xml,NC,36.01667,-75.66667
"Kinston, Kinston Regional Jetport at Stallings Field (KISO)",KISO.rss,KISO.xml,NC,35.33333,-77.61667
Laurinburg Maxton Airport (KMEB),KMEB.rss,KMEB.xml,NC,34.79132,-79.3683
"Lexington, Davidson County Airport (KEXX)",KEXX.rss,KEXX.xml,NC,35.78111,-80.30389
"Lincolnton, Lincolnton-Lincoln County Regional Airport (KIPJ)",KIPJ.rss,KIPJ.xml,NC,35.48306,-81.16139
Mackall U. S. Army Airfield (KHFF),KHFF.rss,KHFF.xml,NC,35.03333,-79.5
Macon County Airport (K1A5),K1A5.rss,K1A5.xml,NC,35.22277,-83.41497
Manteo / Dare County Regional (KMQI),KMQI.rss,KMQI.xml,NC,35.91667,-75.7
MCAS New River (KNCA),KNCA.rss,KNCA.xml,NC,34.70627,-77.44066
"Monroe, Monroe Airport (KEQY)",KEQY.rss,KEQY.xml,NC,35.01694,-80.62056
Morganton-Lenoir Airport (KMRN),KMRN.rss,KMRN.xml,NC,35.81922,-81.60971
Mount Airy/Surry County Airport (KMWK),KMWK.rss,KMWK.xml,NC,36.45675,-80.55483
"New Bern, Craven County Regional Airport (KEWN)",KEWN.rss,KEWN.xml,NC,35.0675,-77.04722
"North Wilkesboro, Wilkes County Airport (KUKF)",KUKF.rss,KUKF.xml,NC,36.21667,-81.08333
"Pinehurst/Southern Pines, Moore County Airport (KSOP)",KSOP.rss,KSOP.xml,NC,35.23333,-79.4
"Piney Island, Bt-11 Bombing Range (KNBT)",KNBT.rss,KNBT.xml,NC,35.02222,-76.4625
Pitt-Greenville Airport (KPGV),KPGV.rss,KPGV.xml,NC,35.63742,-77.38506
Pope Air Force Base (KPOB),KPOB.rss,KPOB.xml,NC,35.17531,-79.00771
"Raleigh / Durham, Raleigh-Durham International Airport (KRDU)",KRDU.rss,KRDU.xml,NC,35.89223,-78.78185
"Reidsville, Rockingham County NC Shiloh Airport (KSIF)",KSIF.rss,KSIF.xml,NC,36.43722,-79.85083
Rockingham-Hamlet Airport (KRCZ),KRCZ.rss,KRCZ.xml,NC,34.89545,-79.75755
"Rocky Mount, Rocky Mount-Wilson Regional Airport (KRWI)",KRWI.rss,KRWI.xml,NC,35.855,-77.89306
Rowan County Airport (KRUQ),KRUQ.rss,KRUQ.xml,NC,35.64417,-80.52359
"Roxboro, Person County Airport (KTDF)",KTDF.rss,KTDF.xml,NC,36.285,-78.98417
"Rutherfordton, Rutherford County-Marchman Field Airport (KFQD)",KFQD.rss,KFQD.xml,NC,35.42833,-81.935
Sampson County Airport (KCTZ),KCTZ.rss,KCTZ.xml,NC,34.97522,-78.36276
"Sanford, Sanford-Lee County Regional Airport (KTTA)",KTTA.rss,KTTA.xml,NC,35.5825,-79.10139
Seymour-Johnson Air Force Base (KGSB),KGSB.rss,KGSB.xml,NC,35.34457,-77.94583
Shelby Municipal Airport (KEHO),KEHO.rss,KEHO.xml,NC,35.25563,-81.59858
Siler City Municipal Airport (KSCR),KSCR.rss,KSCR.xml,NC,35.7043,-79.5043
"Smithfield, Johnston County Airport (KJNX)",KJNX.rss,KJNX.xml,NC,35.54083,-78.39028
Statesville Municipal Airport (KSVH),KSVH.rss,KSVH.xml,NC,35.76362,-80.9473
Tarboro-Edgecombe Airport (KETC),KETC.rss,KETC.xml,NC,35.9373,-77.54648
"Washington, Warren Field Airport (KOCW)",KOCW.rss,KOCW.xml,NC,35.57056,-77.04972
Watauga County Hospital Heliport (KTNB),KTNB.rss,KTNB.xml,NC,36.19856,-81.65171
"Whiteville, Columbus County Municipal Airport (KCPC)",KCPC.rss,KCPC.xml,NC,34.27278,-78.715
Wilmington International Airport (KILM),KILM.rss,KILM.xml,NC,34.26681,-77.89987
"Winston Salem, Smith Reynolds Airport (KINT)",KINT.rss,KINT.xml,NC,36.13333,-80.22472
BEACH (K20U),K20U.rss,K20U.xml,ND,46.93,-103.98
"Bismarck, Bismarck Municipal Airport (KBIS)",KBIS.rss,KBIS.xml,ND,46.7825,-100.75722
Bowman Regional Airport (KBWW),KBWW.rss,KBWW.xml,ND,46.16551,-103.30074
CANDO (K9D7),K9D7.rss,K9D7.xml,ND,48.48,-99.23
CARRINGTON (K46D),K46D.rss,K46D.xml,ND,47.45,-99.15
CAVALIER (K2C8),K2C8.rss,K2C8.xml,ND,48.78377,-97.62964
Cooperstown (KS32),KS32.rss,KS32.xml,ND,47.4228,-98.1059
CROSBY (KD50),KD50.rss,KD50.xml,ND,48.93,-103.3
"Devils Lake, Devils Lake Municipal Airport (KDVL)",KDVL.rss,KDVL.xml,ND,48.11667,-98.91667
"Dickinson, Dickinson Municipal Airport (KDIK)",KDIK.rss,KDIK.xml,ND,46.79722,-102.80194
"Fargo, Hector International Airport (KFAR)",KFAR.rss,KFAR.xml,ND,46.92528,-96.81111
Garrison (KN60),KN60.rss,KN60.xml,ND,47.64583,-101.43944
Glen Ullin Regional Airport (KD57),KD57.rss,KD57.xml,ND,46.8128,-101.8602
GRAFTON (KGAF),KGAF.rss,KGAF.xml,ND,48.4,-97.37
Grand Forks Air Force Base (KRDR),KRDR.rss,KRDR.xml,ND,47.96667,-97.4
"Grand Forks, Grand Forks International Airport (KGFK)",KGFK.rss,KGFK.xml,ND,47.94806,-97.1825
Gwinner (KGWR),KGWR.rss,KGWR.xml,ND,46.2187,-97.6435
Harvey Municipal Airport (K5H4),K5H4.rss,K5H4.xml,ND,47.7912,-99.9317
HAZEN (KHZE),KHZE.rss,KHZE.xml,ND,47.28,-101.58
"Hettinger, Hettinger Municipal Airport (KHEI)",KHEI.rss,KHEI.xml,ND,46.01056,-102.64972
"Jamestown, Jamestown Municipal Airport (KJMS)",KJMS.rss,KJMS.xml,ND,46.92972,-98.67833
Langdon (KD55),KD55.rss,KD55.xml,ND,48.7531,-98.3937
LINTON (K7L2),K7L2.rss,K7L2.xml,ND,46.22,-100.25
MANDAN (KY19),KY19.rss,KY19.xml,ND,46.77,-100.9
Minot Air Force Base (KMIB),KMIB.rss,KMIB.xml,ND,48.41667,-101.35
Minot International Airport (KMOT),KMOT.rss,KMOT.xml,ND,48.25203,-101.2689
Oakes Municipal Airport (K2D5),K2D5.rss,K2D5.xml,ND,46.1731,-98.0799
ROLLA (K06D),K06D.rss,K06D.xml,ND,48.88,-99.62
RUGBY (KRUG),KRUG.rss,KRUG.xml,ND,48.38,-100.02
Stanley Municipal Airport (K08D),K08D.rss,K08D.xml,ND,48.3008,-102.4064
TIOGA (KD60),KD60.rss,KD60.xml,ND,48.38,-102.9
Valley City (KBAC),KBAC.rss,KBAC.xml,ND,46.9412,-98.018
Walhalla Municipal Airport (K96D),K96D.rss,K96D.xml,ND,48.94017,-97.90528
WATFORD CITY (KS25),KS25.rss,KS25.xml,ND,47.8,-103.25
Williston Basin International Airport (KXWA),KXWA.rss,KXWA.xml,ND,48.26086,-103.75114
"Rota Island, N. Mariana Is, Rota International Airport (PGRO)",PGRO.rss,PGRO.xml,MP,14.18333,145.25
"Saipan Island, Saipan International Airport (PGSN)",PGSN.rss,PGSN.xml,MP,15.11667,145.73333
"Tinian Island, N. Mariana Is, West Tinian Airport (PGWT)",PGWT.rss,PGWT.xml,MP,14.98333,145.61667
Akron Canton Regional Airport (KCAK),KCAK.rss,KCAK.xml,OH,40.91811,-81.44343
"Akron, Akron Fulton International Airport (KAKR)",KAKR.rss,KAKR.xml,OH,41.0375,-81.46417
Ashtabula - Northeast Ohio Regional Airport (KHZY),KHZY.rss,KHZY.xml,OH,41.77944,-80.69667
Batavia Clermont County Airport (KI69),KI69.rss,KI69.xml,OH,39.0784,-84.2102
Bellefontaine Regional Airport (KEDJ),KEDJ.rss,KEDJ.xml,OH,40.3723,-83.8192
Butler County Regional Airport (KHAO),KHAO.rss,KHAO.xml,OH,39.36121,-84.52061
Cambridge Municipal Airport (KCDI),KCDI.rss,KCDI.xml,OH,39.975,-81.5776
Chillicothe Ross County Airport (KRZT),KRZT.rss,KRZT.xml,OH,39.4404,-83.0231
Cincinnati W Airport (KI67),KI67.rss,KI67.xml,OH,39.2589,-84.7743
"Cincinnati, Cincinnati Municipal Airport Lunken Field (KLUK)",KLUK.rss,KLUK.xml,OH,39.10583,-84.41583
Cleveland / Cuyahoga (KCGF),KCGF.rss,KCGF.xml,OH,41.56667,-81.48333
Cleveland Hopkins International Airport (KCLE),KCLE.rss,KCLE.xml,OH,41.40569,-81.85193
"Cleveland, Burke Lakefront Airport (KBKL)",KBKL.rss,KBKL.xml,OH,41.52556,-81.66889
"Columbus, Bolton Field Airport (KTZR)",KTZR.rss,KTZR.xml,OH,39.90083,-83.13722
"Columbus, Ohio State University Airport (KOSU)",KOSU.rss,KOSU.xml,OH,40.07806,-83.07806
Dayton / Wright-Patterson Air Force Base (KFFO),KFFO.rss,KFFO.xml,OH,39.83333,-84.05
"Dayton, Cox Dayton International Airport (KDAY)",KDAY.rss,KDAY.xml,OH,39.90611,-84.21861
"Dayton, Dayton-Wright Brothers Airport (KMGY)",KMGY.rss,KMGY.xml,OH,39.58889,-84.22472
"Defiance, Defiance Memorial Airport (KDFI)",KDFI.rss,KDFI.xml,OH,41.33639,-84.42944
Delaware Municipal Airport (KDLZ),KDLZ.rss,KDLZ.xml,OH,40.2797,-83.1148
Fayette County Airport (KI23),KI23.rss,KI23.xml,OH,39.5704,-83.4205
"Findlay, Findlay Airport (KFDY)",KFDY.rss,KFDY.xml,OH,41.01361,-83.66861
Greater Portsmouth Regional Airport (KPMH),KPMH.rss,KPMH.xml,OH,38.84047,-82.84731
Hook Field Municipal Airport (KMWO),KMWO.rss,KMWO.xml,OH,39.531,-84.3953
James A Rhodes Airport (KI43),KI43.rss,KI43.xml,OH,38.98136,-82.57785
John Glenn Columbus International Airport (KCMH),KCMH.rss,KCMH.xml,OH,39.9907,-82.87691
Knox County Airfield (K4I3),K4I3.rss,K4I3.xml,OH,40.3289,-82.5261
"Lancaster, Fairfield County Airport (KLHQ)",KLHQ.rss,KLHQ.xml,OH,39.75722,-82.66333
Lewis A. Jackson Regional Airport (KI19),KI19.rss,KI19.xml,OH,39.69352,-83.98958
"Lima, Lima Allen County Airport (KAOH)",KAOH.rss,KAOH.xml,OH,40.70806,-84.02139
London Madison County Airport (KUYF),KUYF.rss,KUYF.xml,OH,39.9327,-83.462
"Lorain / Elyria, Lorain County Regional Airport (KLPR)",KLPR.rss,KLPR.xml,OH,41.34611,-82.17944
Mansfield - Mansfield Lahm Regional Airport (KMFD),KMFD.rss,KMFD.xml,OH,40.82028,-82.51778
"Marion, Marion Municipal Airport (KMNN)",KMNN.rss,KMNN.xml,OH,40.61667,-83.06833
Marysville Union County Airport (KMRT),KMRT.rss,KMRT.xml,OH,40.2247,-83.3516
Miami University Airport (KOXD),KOXD.rss,KOXD.xml,OH,39.50225,-84.78436
Neil Armstrong Airport (KAXV),KAXV.rss,KAXV.xml,OH,40.49356,-84.29808
"New Philadelphia, Harry Clever Field (KPHD)",KPHD.rss,KPHD.xml,OH,40.47194,-81.42361
"Newark, Newark Heath Airport (KVTA)",KVTA.rss,KVTA.xml,OH,40.02278,-82.4625
OHIO U/ATHEN-ALBANY (KUNI),KUNI.rss,KUNI.xml,OH,39.22,-82.23
Ottawa Putnam County Airport (KOWX),KOWX.rss,KOWX.xml,OH,41.0356,-83.982
Port Clinton Carl R Keller Field Airport (KPCW),KPCW.rss,KPCW.xml,OH,41.5163,-82.8687
Portage County Airport (KPOV),KPOV.rss,KPOV.xml,OH,41.21,-81.252
Rickenbacker Air National Guard Base (KLCK),KLCK.rss,KLCK.xml,OH,39.81667,-82.93333
"Springfield, Springfield-Beckley Municipal Airport (KSGH)",KSGH.rss,KSGH.xml,OH,39.84028,-83.84
Toledo - Toledo Executive Airport (KTDZ),KTDZ.rss,KTDZ.xml,OH,41.56306,-83.47639
Toledo - Toledo Express Airport (KTOL),KTOL.rss,KTOL.xml,OH,41.58704,-83.80539
Urbana Grimes Field (KI74),KI74.rss,KI74.xml,OH,40.1326,-83.7534
Van Wert County Airport (KVNW),KVNW.rss,KVNW.xml,OH,40.86383,-84.60636
Versailles Darke County Airport (KVES),KVES.rss,KVES.xml,OH,40.2044,-84.5319
Warren County Airport (KI68),KI68.rss,KI68.xml,OH,39.46217,-84.25184
Wauseon Fulton County Airport (KUSE),KUSE.rss,KUSE.xml,OH,41.6101,-84.1272
Willoughby (KLNN),KLNN.rss,KLNN.xml,OH,41.68333,-81.38333
"Wilmington, Airborne Airpark Airport (KILN)",KILN.rss,KILN.xml,OH,39.42833,-83.77917
"Wooster, Wayne County Airport (KBJJ)",KBJJ.rss,KBJJ.xml,OH,40.87306,-81.88667
"Youngstown, Youngstown-Warren Regional Airport (KYNG)",KYNG.rss,KYNG.xml,OH,41.25444,-80.67389
"Zanesville, Zanesville Municipal Airport (KZZV)",KZZV.rss,KZZV.xml,OH,39.94444,-81.89222
"Ada, Ada Municipal Airport (KADH)",KADH.rss,KADH.xml,OK,34.80444,-96.67139
Altus Air Force Base (KLTS),KLTS.rss,KLTS.xml,OK,34.65,-99.26667
"Altus, Altus/Quartz Mountain Regional Airport (KAXS)",KAXS.rss,KAXS.xml,OK,34.69861,-99.33806
"Alva, Alva Regional Airport (KAVK)",KAVK.rss,KAVK.xml,OK,36.77306,-98.67
"Ardmore, Ardmore Downtown Executive Airport (K1F0)",K1F0.rss,K1F0.xml,OK,34.14694,-97.1225
"Ardmore, Ardmore Municipal Airport (KADM)",KADM.rss,KADM.xml,OK,34.30306,-97.01944
"Bartlesville, Bartlesville Municipal Airport (KBVO)",KBVO.rss,KBVO.xml,OK,36.76833,-96.02611
Blackwell-Tonkawa Municipal Airport (KBKN),KBKN.rss,KBKN.xml,OK,36.74511,-97.34958
"Chandler, Chandler Municipal Airport (KCQB)",KCQB.rss,KCQB.xml,OK,35.72389,-96.82028
"Chickasha, Chickasha Municipal Airport (KCHK)",KCHK.rss,KCHK.xml,OK,35.09611,-97.96611
"Claremore, Claremore Regional Airport (KGCM)",KGCM.rss,KGCM.xml,OK,36.29444,-95.47972
Clarence E Page Municipal Airport (KRCE),KRCE.rss,KRCE.xml,OK,35.48808,-97.82356
"Clinton, Clinton Regional Airport (KCLK)",KCLK.rss,KCLK.xml,OK,35.53806,-98.92139
"Clinton, Clinton-Sherman Airport (KCSM)",KCSM.rss,KCSM.xml,OK,35.35667,-99.20361
"Cushing, Cushing Municipal Airport (KCUH)",KCUH.rss,KCUH.xml,OK,35.94972,-96.77278
"Duncan, Halliburton Field Airport (KDUC)",KDUC.rss,KDUC.xml,OK,34.47083,-97.96
"Durant, Eaker Field Airport (KDUA)",KDUA.rss,KDUA.xml,OK,33.94222,-96.39444
"El Reno, El Reno Regional Airport (KRQO)",KRQO.rss,KRQO.xml,OK,35.4725,-98.00556
Elk City Regional Business Airport (KELK),KELK.rss,KELK.xml,OK,35.4308,-99.3943
"Enid, Enid Woodring Regional Airport (KWDG)",KWDG.rss,KWDG.xml,OK,36.37917,-97.79111
Fort Sill (KFSI),KFSI.rss,KFSI.xml,OK,34.6,-98.4
"Frederick, Frederick Municipal Airport (KFDR)",KFDR.rss,KFDR.xml,OK,34.34444,-98.98306
"Gage, Gage Airport (KGAG)",KGAG.rss,KGAG.xml,OK,36.29667,-99.76889
"Grove, Grove Municipal Airport (KGMJ)",KGMJ.rss,KGMJ.xml,OK,36.60528,-94.73861
"Guthrie, Guthrie Municipal Airport (KGOK)",KGOK.rss,KGOK.xml,OK,35.85194,-97.4075
Guymon / Guymon Municipal Airport (KGUY),KGUY.rss,KGUY.xml,OK,36.68167,-101.50528
"Hobart, Hobart Municipal Airport (KHBR)",KHBR.rss,KHBR.xml,OK,34.98944,-99.0525
"Idabel, Mc Curtain County Regional Airport (K4O4)",K4O4.rss,K4O4.xml,OK,33.90917,-94.85917
"Lawton, Lawton Municipal Airport (KLAW)",KLAW.rss,KLAW.xml,OK,34.5575,-98.41667
"McAlester, McAlester Regional Airport (KMLC)",KMLC.rss,KMLC.xml,OK,34.88222,-95.78306
Miami Regional Airport (KMIO),KMIO.rss,KMIO.xml,OK,36.90922,-94.8875
Mid-America Industrial Airport (KH71),KH71.rss,KH71.xml,OK,36.22538,-95.33005
Muskogee-Davis Regional Airport (KMKO),KMKO.rss,KMKO.xml,OK,35.65694,-95.35972
Norman / Max Westheimer (KOUN),KOUN.rss,KOUN.xml,OK,35.2435,-97.4708
"Oklahoma City, Wiley Post Airport (KPWA)",KPWA.rss,KPWA.xml,OK,35.54111,-97.64667
"Oklahoma City, Will Rogers World Airport (KOKC)",KOKC.rss,KOKC.xml,OK,35.38861,-97.60028
"Okmulgee, Okmulgee Municipal Airport (KOKM)",KOKM.rss,KOKM.xml,OK,35.66806,-95.94861
"Pauls Valley, Pauls Valley Municipal Airport (KPVJ)",KPVJ.rss,KPVJ.xml,OK,34.71111,-97.22333
"Ponca City, Ponca City Municipal Airport (KPNC)",KPNC.rss,KPNC.xml,OK,36.73056,-97.09972
"Poteau, Robert S Kerr Airport (KRKR)",KRKR.rss,KRKR.xml,OK,35.02167,-94.62139
"Sallisaw, Sallisaw Municipal Airport (KJSV)",KJSV.rss,KJSV.xml,OK,35.43806,-94.80278
"Seminole, Seminole Municipal Airport (KSRE)",KSRE.rss,KSRE.xml,OK,35.27444,-96.675
"Shawnee, Shawnee Municipal Airport (KSNL)",KSNL.rss,KSNL.xml,OK,35.35722,-96.94278
Stigler (KGZL),KGZL.rss,KGZL.xml,OK,35.2891,-95.0939
"Stillwater, Stillwater Regional Airport (KSWO)",KSWO.rss,KSWO.xml,OK,36.16222,-97.08917
Sundance Airport (KHSD),KHSD.rss,KHSD.xml,OK,35.60183,-97.70616
"Tahlequah, Tahlequah Municipal Airport (KTQH)",KTQH.rss,KTQH.xml,OK,35.92889,-95.00444
Tinker Air Force Base (KTIK),KTIK.rss,KTIK.xml,OK,35.41667,-97.38333
Tulsa - Jones Jr. Airport (KRVS),KRVS.rss,KRVS.xml,OK,36.04255,-95.99005
"Tulsa, Tulsa International Airport (KTUL)",KTUL.rss,KTUL.xml,OK,36.1975,-95.88639
Vance Air Force Base / Enid (KEND),KEND.rss,KEND.xml,OK,36.33333,-97.91667
"Watonga, Watonga Airport (KJWG)",KJWG.rss,KJWG.xml,OK,35.86472,-98.42083
"Weatherford, Thomas P Stafford Airport (KOJA)",KOJA.rss,KOJA.xml,OK,35.54472,-98.66833
William R Pogue Municipal Airport (KOWP),KOWP.rss,KOWP.xml,OK,36.1753,-96.1518
"Woodward, West Woodward Airport (KWWR)",KWWR.rss,KWWR.xml,OK,36.43667,-99.52111
"Astoria, Astoria Regional Airport (KAST)",KAST.rss,KAST.xml,OR,46.15694,-123.8825
Aurora State Airport (KUAO),KUAO.rss,KUAO.xml,OR,45.24658,-122.77095
Baker Municipal Airport (KBKE),KBKE.rss,KBKE.xml,OR,44.84302,-117.80987
Bend Airport AWOS (KBDN),KBDN.rss,KBDN.xml,OR,44.0948,-121.2006
"Brookings, Brookings Airport (KBOK)",KBOK.rss,KBOK.xml,OR,42.07444,-124.29
Burns Municipal Airport (KBNO),KBNO.rss,KBNO.xml,OR,43.59488,-118.95791
"Corvallis, Corvallis Municipal Airport (KCVO)",KCVO.rss,KCVO.xml,OR,44.5,-123.28333
Eastern Oregon Regional Airport at Pendleton (KPDT),KPDT.rss,KPDT.xml,OR,45.69757,-118.83444
"Eugene, Mahlon Sweet Field (KEUG)",KEUG.rss,KEUG.xml,OR,44.13333,-123.21444
Florence Municipal Airport (K6S2),K6S2.rss,K6S2.xml,OR,43.9828,-124.1114
Gold Beach Municipal Airport (K4S1),K4S1.rss,K4S1.xml,OR,42.41536,-124.42492
Grant County Regional Airport (KGCD),KGCD.rss,KGCD.xml,OR,44.40287,-118.96715
Grants Pass Airport (K3S8),K3S8.rss,K3S8.xml,OR,42.51011,-123.38798
"Hermiston, Hermiston Municipal Airport (KHRI)",KHRI.rss,KHRI.xml,OR,45.82583,-119.26111
Hobby Field Airport (K77S),K77S.rss,K77S.xml,OR,43.93075,-123.00667
Joseph State Airport AWOS (KJSY),KJSY.rss,KJSY.xml,OR,45.355889,-117.254083
Ken Jernstedt Airfield (K4S2),K4S2.rss,K4S2.xml,OR,45.67457,-121.53493
Klamath Falls International Airport (KLMT),KLMT.rss,KLMT.xml,OR,42.14703,-121.72548
La Grande/Union County Airport (KLGD),KLGD.rss,KLGD.xml,OR,45.29066,-118.00884
Lake County Airport (KLKV),KLKV.rss,KLKV.xml,OR,42.15664,-120.39721
Madras Municipal Airport (KS33),KS33.rss,KS33.xml,OR,44.6653,-121.1564
